9.977866e-10 1
9.368838e-10 1
8.818515e-10 1
1.084697e-09 1
9.840620e-10 1
1.072270e-09 1
1.056790e-09 1
1.027398e-09 1
1.061504e-09 1
1.034596e-09 1
1.148163e-09 1
1.059972e-09 1
9.920200e-10 1
9.786947e-10 1
9.723802e-10 1
9.544867e-10 1
9.543515e-10 1
8.377712e-10 1
9.381058e-10 1
9.869083e-10 1
9.194526e-10 1
9.892386e-10 1
1.008910e-09 1
1.076352e-09 1
1.082421e-09 1
1.025577e-09 1
1.013450e-09 1
8.380883e-10 1
8.790537e-10 1
1.016462e-09 1
8.771405e-10 1
9.826980e-10 1
9.308288e-10 1
9.542667e-10 1
1.119360e-09 1
1.013328e-09 1
9.445014e-10 1
1.110451e-09 1
1.048343e-09 1
1.047387e-09 1
9.507429e-10 1
1.204913e-09 1
1.005045e-09 1
9.656092e-10 1
1.074509e-09 1
9.075732e-10 1
9.876702e-10 1
1.039262e-09 1
9.118136e-10 1
9.407132e-10 1
1.011120e-09 1
9.701013e-10 1
8.867901e-10 1
9.408766e-10 1
9.653656e-10 1
9.723647e-10 1
1.118288e-09 1
8.605779e-10 1
8.622911e-10 1
9.511494e-10 1
1.072712e-09 1
1.062996e-09 1
1.021443e-09 1
8.142749e-10 1
9.270492e-10 1
9.336526e-10 1
9.852753e-10 1
9.945789e-10 1
1.078466e-09 1
8.711223e-10 1
8.293100e-10 1
8.887112e-10 1
9.347266e-10 1
9.741124e-10 1
9.821018e-10 1
9.474930e-10 1
9.364085e-10 1
9.049060e-10 1
1.115070e-09 1
1.165471e-09 1
1.026162e-09 1
9.127600e-10 1
1.012314e-09 1
1.077151e-09 1
9.631269e-10 1
1.020547e-09 1
9.714625e-10 1
1.035486e-09 1
1.039674e-09 1
9.985055e-10 1
1.145624e-09 1
1.112887e-09 1
1.101817e-09 1
8.404699e-10 1
8.009336e-10 1
8.354555e-10 1
9.592376e-10 1
9.057813e-10 1
8.410067e-10 1
1.003852e-09 1
8.851287e-10 1
9.426896e-10 1
1.044893e-09 1
1.050369e-09 1
1.064505e-09 1
1.145210e-09 1
1.059617e-09 1
1.060150e-09 1
9.658113e-10 1
9.787848e-10 1
9.577638e-10 1
1.117464e-09 1
1.121816e-09 1
1.087089e-09 1
1.060786e-09 1
1.103897e-09 1
1.102393e-09 1
1.130845e-09 1
1.167644e-09 1
1.085679e-09 1
1.072093e-09 1
9.970297e-10 1
9.673618e-10 1
1.080479e-09 1
1.000487e-09 1
1.032410e-09 1
1.001642e-09 1
1.078909e-09 1
1.067012e-09 1
9.428669e-10 1
1.106114e-09 1
1.067165e-09 1
8.609892e-10 1
9.676146e-10 1
1.011314e-09 1
9.922233e-10 1
1.025384e-09 1
8.911963e-10 1
9.992974e-10 1
1.022442e-09 1
8.933957e-10 1
9.321279e-10 1
9.782493e-10 1
1.022531e-09 1
1.057506e-09 1
9.168152e-10 1
1.114018e-09 1
1.182554e-09 1
1.139212e-09 1
1.127778e-09 1
1.005305e-09 1
9.737977e-10 1
9.706100e-10 1
1.155895e-09 1
1.088579e-09 1
1.065167e-09 1
1.138211e-09 1
1.081594e-09 1
1.087060e-09 1
1.128884e-09 1
1.009902e-09 1
1.086030e-09 1
8.648994e-10 1
9.333686e-10 1
9.938023e-10 1
8.746013e-10 1
1.009317e-09 1
9.823016e-10 1
9.911526e-10 1
1.001682e-09 1
9.399914e-10 1
1.185017e-09 1
9.633558e-10 1
9.935442e-10 1
9.563508e-10 1
8.279480e-10 1
1.086204e-09 1
9.846590e-10 1
1.001089e-09 1
1.004909e-09 1
1.095888e-09 1
1.104051e-09 1
1.195320e-09 1
1.001974e-09 1
1.040549e-09 1
1.125964e-09 1
1.017934e-09 1
1.056803e-09 1
1.122706e-09 1
9.479630e-10 1
1.022452e-09 1
1.163699e-09 1
9.602911e-10 1
8.996333e-10 1
9.465216e-10 1
9.414202e-10 1
9.900755e-10 1
9.770971e-10 1
8.825243e-10 1
8.079803e-10 1
9.617057e-10 1
9.262921e-10 1
1.094959e-09 1
9.915209e-10 1
1.176481e-09 1
1.176855e-09 1
1.036107e-09 1
9.063099e-10 1
8.328766e-10 1
9.828859e-10 1
1.042476e-09 1
9.525393e-10 1
1.068754e-09 1
9.778001e-10 1
8.765292e-10 1
9.404702e-10 1



Average 0:  1.003335e-09 216.000000
Negative elements: 0
72
