l0,l1,l2,l3,l4,l5,l6,l7,vol,n_neighbours,Ds
0.5631902305226157,0.5659486446301469,0.5801434399180814,0.707841932523874,0.7739747187243342,0.8347691726693799,0.8841150278269808,0.8887941373493912,0.20045455098732137,53.0,0.36794589760462587
0.5758115975879984,0.5906116989187139,0.6322277852821864,0.6494920592269057,0.6850305676846694,0.7314532321981742,0.7440612277392467,0.8887941373493912,0.20603508766817227,53.0,0.40526048538630405
0.5648827364582301,0.575886756372609,0.6071354735988065,0.6132264212859437,0.6482566931926894,0.6516669788070356,0.6946664513489554,0.9061130144874072,0.2161814856995505,53.0,0.4116863593858008
0.5664832423227502,0.5833316044186175,0.6480280636434728,0.7000934563719797,0.7259396611603938,0.7919084867066359,0.8661250311151648,0.8699102812867526,0.19277274093863073,53.0,0.38703228833584546
0.5526148366349527,0.5664832423227502,0.7062141150124555,0.7739747187243342,0.8277097769226972,0.8477198066229478,0.9053716143928178,0.9168697914956028,0.19297452404932955,53.0,0.34624540062077636
0.6025074542033974,0.723991692727284,0.7537470903989352,0.7919084867066359,0.8185677386779224,0.8370252514666633,0.8477198066229478,0.8685813874211649,0.20863959533843934,53.0,0.35355327866871294
0.657056570605387,0.7018750058013943,0.7031530699573552,0.707841932523874,0.7122208061278282,0.7537470903989352,0.8912936269163654,0.9168697914956028,0.21370200041792364,53.0,0.3562912668628938
0.6516669788070356,0.657056570605387,0.6850305676846694,0.716694617262261,0.7454840555988252,0.8347691726693799,0.8361083804595741,0.8471117785317229,0.2263579381245728,53.0,0.3721935311392562
0.5496221577859789,0.5847621390394852,0.5953244095092087,0.7198654273387212,0.7314532321981742,0.7845578391708158,0.8168779342570316,0.9245835044700168,0.18178896933046224,53.0,0.38505357875212637
0.5496221577859789,0.5648009428715453,0.6163635560453291,0.6213396244958465,0.6480280636434728,0.7122208061278282,0.8334221790724774,0.8528689844332702,0.18906169743294557,53.0,0.41337533080968153
0.5374114574763043,0.5448413635190296,0.607875102562915,0.6208966085430377,0.6314192372039267,0.6843397661475024,0.7198654273387212,0.769021909060176,0.20105657467382726,53.0,0.4387037795019185
0.582027202465684,0.6054564662057342,0.607875102562915,0.6105386742172556,0.6449664743419238,0.8370252514666633,0.8606016319252118,0.8661250311151648,0.1975273767083968,53.0,0.3884643799072844
0.5631902305226157,0.5786885281983045,0.5906116989187139,0.6361567951877702,0.7029849811174881,0.8079744341334081,0.8280296042562608,0.8573940682281336,0.1915563664773054,53.0,0.400496847169266
0.6361567951877702,0.698496001262485,0.7062141150124555,0.716694617262261,0.7472934596570814,0.8106357014250355,0.8841150278269808,0.8912936269163654,0.22631616521671777,53.0,0.35768362913512036
0.6601529291341973,0.6605427086800135,0.6878679854944039,0.7472934596570814,0.8113897584273868,0.8288121046306823,0.8361083804595741,0.907581794425204,0.231429869262128,53.0,0.35384015958442994
0.6111688476354938,0.6163635560453291,0.6278829106216234,0.6304702934209019,0.6905830562727326,0.7031530699573552,0.8183543345037468,0.9245835044700168,0.20172166026984598,53.0,0.3879582395200579
0.6441980947917223,0.6494920592269057,0.6843397661475024,0.7369564839528528,0.7454840555988252,0.7945964834655828,0.8168779342570316,0.907581794425204,0.2190765979807531,53.0,0.3716420149941963
0.6303063996724426,0.6441980947917223,0.6601529291341973,0.7173969403252689,0.7936572429487505,0.8471117785317229,0.8628403824335312,0.8723700411700066,0.21432633945945562,53.0,0.36235331844426055
0.551893899080376,0.5990315113869206,0.6200895688861152,0.6395843665334211,0.6778084895016401,0.7936572429487505,0.820294248306534,0.8573940682281336,0.20929488253095638,53.0,0.40098666044722714
0.5078760446348841,0.5993119705012095,0.6303063996724426,0.669652298732607,0.820294248306534,0.8334221790724774,0.8699102812867526,0.8790761008015399,0.17454078745912577,53.0,0.38127126783155907
0.582027202465684,0.6025074542033974,0.6084460800720194,0.6558140046143566,0.7000934563719797,0.7513340414995838,0.8647622638374874,0.8790761008015399,0.21514646658846934,53.0,0.38657206794342786
0.6173436695901232,0.6200895688861152,0.6465948962507391,0.6712643835562025,0.698496001262485,0.7059852302548728,0.8079744341334081,0.8113897584273868,0.2115628171377823,53.0,0.4092349119592271
0.6304702934209019,0.7018750058013943,0.7030315535993532,0.7955191819339585,0.8106357014250355,0.861659109581175,0.8647622638374874,0.8685813874211649,0.22188837829969107,53.0,0.34760687744464264
0.6084460800720194,0.6449664743419238,0.6946749871420991,0.6950712904359669,0.8049241231119867,0.8183543345037468,0.8185677386779224,0.861659109581175,0.2189482135426323,53.0,0.37066510962315163
0.610902325394969,0.619061474362226,0.6278829106216234,0.6688538333177808,0.6700807228932716,0.7549969882176815,0.7955191819339585,0.9093932534421888,0.20690453066617204,53.0,0.39146237731651634
0.626299231883283,0.6479348660052588,0.6605427086800135,0.7369564839528528,0.7672474258326056,0.7789722337843291,0.8102670463291117,0.8628403824335312,0.23091838861612698,53.0,0.3750349243587845
0.5854434103252897,0.5939347883636429,0.6045861412469947,0.6269872623465286,0.6479348660052588,0.8075739794408809,0.8723700411700066,0.9093932534421888,0.21474782093902411,53.0,0.3813127659009419
0.5693232685029225,0.5953244095092087,0.626299231883283,0.6577355424980036,0.6905830562727326,0.769021909060176,0.7945964834655828,0.8847216064488234,0.18445264078805973,53.0,0.40420031175800586
0.6490209462551153,0.6743865138099194,0.6784338831855796,0.6884482453648832,0.75884160611159,0.7592699280748004,0.76119400556581,0.7789722337843291,0.2272148087946577,53.0,0.390103281529418
0.6359773578920355,0.6558140046143566,0.669652298732607,0.6778084895016401,0.6784338831855796,0.7173969403252689,0.7632347547851085,0.8303019053723314,0.18716541505356626,53.0,0.410346720070577
0.6085023103692938,0.6314192372039267,0.6907224844131942,0.7023230205207014,0.7271835708768288,0.76119400556581,0.806624639890019,0.8847216064488234,0.1965442596880855,53.0,0.3867975181105338
0.6700807228932716,0.7030315535993532,0.7283629159671555,0.7332403999600611,0.7513340414995838,0.7772118345094996,0.8049241231119867,0.8266299200103698,0.20722855748364763,53.0,0.37925003973412796
0.6208966085430377,0.6490209462551153,0.6712643835562025,0.6869651606586105,0.6950712904359669,0.7920390843724546,0.806624639890019,0.8266299200103698,0.2099553467676367,53.0,0.3957046365110135
0.5921854199435967,0.6185791435615693,0.7059852302548728,0.7353353973868616,0.7549969882176815,0.8075739794408809,0.8288121046306823,0.881967159598938,0.20692403578919968,53.0,0.3757367179387077
0.6372882860819067,0.6465948962507391,0.6869651606586105,0.6878679854944039,0.6946749871420991,0.7267688124260699,0.7332403999600611,0.9224108219625147,0.2252009246177535,53.0,0.3775046037240378
0.5223165663862719,0.5580228835357128,0.5598526310750815,0.6045861412469947,0.6577355424980036,0.7023230205207014,0.7632347547851085,0.863352985938104,0.16764219417567297,53.0,0.4292359609574172
0.5700766992170527,0.619061474362226,0.6320908381442282,0.6359773578920355,0.6604060490750692,0.691984930259311,0.6933430323308797,0.8525310233361494,0.18934129127215582,53.0,0.4202559148022189
0.6560674667618233,0.6706945810661706,0.6743865138099194,0.7267688124260699,0.7271835708768288,0.7283629159671555,0.7920390843724546,0.8681114178032091,0.21891824584203362,53.0,0.38351311599293847
0.5538109618232959,0.579806379151061,0.5801434399180814,0.6018222761964724,0.6287287695984981,0.7736706637504063,0.8146245302380608,0.881967159598938,0.19537793464426062,53.0,0.4087504049917772
0.565228758290251,0.6185791435615693,0.6320908381442282,0.6656034735152159,0.6688538333177808,0.6892301432535731,0.7115147187187758,0.9053716143928178,0.20451698244334687,53.0,0.40161790730919955
0.5060768735631072,0.5106995912466425,0.5528343547918989,0.6428016290692466,0.7735767156817472,0.8088375758024914,0.8146245302380608,0.9224108219625147,0.16694052681667537,53.0,0.3912331174905818
0.58692469581302,0.5939347883636429,0.6125044498020689,0.6545647151765334,0.722056128840269,0.7592699280748004,0.8102670463291117,0.8303019053723314,0.20731261522265426,53.0,0.40453107177987346
0.5153937547113999,0.5160353453607032,0.559782085991912,0.5648009428715453,0.5672717507559694,0.8284223909091757,0.8607516991443637,0.863352985938104,0.15238727689897455,53.0,0.4160161727037335
0.5997425993867426,0.6907224844131942,0.6946664513489554,0.7090731042973593,0.722056128840269,0.75884160611159,0.7672474258326056,0.8848108721054595,0.20927822307906527,53.0,0.3853878082847128
0.6085023103692938,0.6427388287336506,0.6884482453648832,0.7074152833767859,0.8355546637440749,0.8681114178032091,0.8848108721054595,0.9142406704021523,0.19720843955712047,53.0,0.3476989895527481
0.5981610233491652,0.6173436695901232,0.6427388287336506,0.654981056196097,0.6706945810661706,0.691984930259311,0.7353353973868616,0.7736706637504063,0.2077880456396707,53.0,0.42759726342414944
0.5879463235796684,0.610902325394969,0.6560674667618233,0.6933430323308797,0.7115147187187758,0.7772118345094996,0.8088375758024914,0.8955025431310886,0.1833237699235621,53.0,0.3960535604419389
0.5672717507559694,0.579806379151061,0.5997425993867426,0.6132264212859437,0.6160109801889448,0.7440612277392467,0.7735767156817472,0.7845578391708158,0.16342626973941082,53.0,0.4324601568595965
0.5338313995687495,0.5556996797392276,0.6125044498020689,0.6246163058370249,0.6892301432535731,0.7504216001177012,0.8284223909091757,0.8528689844332702,0.17395148480088568,53.0,0.41193337494306137
0.5833316044186175,0.5990315113869206,0.5993119705012095,0.6213396244958465,0.6545647151765334,0.7504216001177012,0.8623569703041687,0.9061130144874072,0.18743681392786798,53.0,0.39203056071895126
0.551278655457522,0.5648827364582301,0.6054564662057342,0.608912588877957,0.6160109801889448,0.7074152833767859,0.7090731042973593,0.8607516991443637,0.19713006617766532,53.0,0.42367658025255817
0.5129252767587725,0.551893899080376,0.6482566931926894,0.654981056196097,0.8280296042562608,0.8355546637440749,0.8623569703041687,0.9231874290164488,0.17946767686885018,53.0,0.3646320386607309
0.503872729980095,0.6105386742172556,0.6656034735152159,0.723991692727284,0.7259396611603938,0.8277097769226972,0.8525310233361494,0.8955025431310886,0.16462598869013878,53.0,0.38239157964565135
0.5117624689511965,0.5758115975879984,0.5895659379402174,0.608912588877957,0.7029849811174881,0.8606016319252118,0.9142406704021523,0.9231874290164488,0.18489938996159686,53.0,0.3640859648854262
0.577662748082038,0.6432093312479877,0.6454147698329212,0.6465676609596508,0.6858289106085782,0.7426018165140824,0.7980921174082329,0.8107537357951753,0.17238752199664134,53.0,0.42017359895967266
0.5163659297546404,0.5628968989183224,0.5927859990837043,0.6501722041085841,0.6525058310582843,0.6982330842970157,0.8107537357951753,0.8829955281222054,0.16939453897890333,53.0,0.4213433683089146
0.6545815456198081,0.6817808558092127,0.6858289106085782,0.7111589381497337,0.7787034308529327,0.7791054931890983,0.833154400004882,0.8536915307719375,0.22705736617040634,53.0,0.3749643096112118
0.6500166758655073,0.669842565039517,0.7441510609650961,0.7705732917455796,0.770880145934571,0.7791054931890983,0.8343678059291952,0.8519522781540021,0.2142313215881204,53.0,0.3673824762757267
0.5696244922763746,0.5774786769561878,0.6608162220778947,0.6802970055443733,0.7111589381497337,0.7859528014825614,0.7980921174082329,0.9139051544302027,0.20387459958333792,53.0,0.3860810981618937
0.5684075625021577,0.6223331620692215,0.6676429821978848,0.693551979991732,0.7142565784709198,0.8009769935293574,0.8986848121343671,0.9139051544302027,0.23241642868987666,53.0,0.35523537910077785
0.6730090142716482,0.725930232320281,0.7464656568014766,0.7705732917455796,0.776819317840035,0.7862539159497798,0.7981748915281656,0.8002899518388433,0.2288227839815082,53.0,0.3680933177953678
0.5136676162916696,0.5368261126797077,0.6319896040572327,0.6735574414025725,0.6768680899196841,0.6988111077463354,0.7541471110260427,0.8460078624115205,0.17723043688896323,53.0,0.4278012162307227
0.5725256981802334,0.5829491925359768,0.6098272088970019,0.6317358541038868,0.6465676609596508,0.6735574414025725,0.8342404760572658,0.8829955281222054,0.18598420754786535,53.0,0.40964302166123945
0.577662748082038,0.5833538055890807,0.6067670735187396,0.693551979991732,0.734124575944346,0.7724012371904028,0.8342404760572658,0.864300815712137,0.22483285760595167,53.0,0.39037267883229665
0.6223331620692215,0.641019062781333,0.7111440315946648,0.747643026831798,0.7493931500375355,0.7724012371904028,0.797116031408276,0.9249281402866365,0.22386070891081117,53.0,0.36240978303047
0.6055264099275295,0.6545815456198081,0.6559710249555935,0.7442712013093871,0.7493931500375355,0.770880145934571,0.8058784552647369,0.8546221004637821,0.2119357241301744,53.0,0.38582183727268393
0.5855952902413961,0.6013367910994561,0.75655425124447,0.7981748915281656,0.833154400004882,0.8469858164481912,0.8519522781540021,0.906081743717128,0.2129797604013694,53.0,0.3490252270324498
0.5986314166396342,0.6203656782265341,0.669842565039517,0.6768680899196841,0.687384499168731,0.6933402650770063,0.725930232320281,0.750427879110405,0.18013939005179283,53.0,0.4288540426598515
0.6544727526732533,0.6676429821978848,0.7937070585791671,0.7949260854791351,0.8225256882936396,0.8534276473919518,0.882396419685368,0.9249281402866365,0.2423841324641669,53.0,0.3189340245082599
0.641019062781333,0.6544727526732533,0.6730090142716482,0.68686676872224,0.687384499168731,0.7088217845805851,0.7504607399395687,0.7541471110260427,0.221921800700219,53.0,0.41231189175953026
0.5675726598661097,0.6377850783337344,0.6858470919045606,0.797116031408276,0.8071715875298611,0.8534276473919518,0.8546221004637821,0.8996342794751194,0.21012072008278654,53.0,0.3493127202147643
0.6296383000255897,0.6317358541038868,0.6432093312479877,0.64509666781649,0.6501722041085841,0.6806051127413616,0.7251094081573354,0.8513241451915352,0.19633484250458108,53.0,0.42107866504994973
0.5947590515067189,0.6013716533009715,0.6134725454030071,0.6400379374741656,0.64509666781649,0.7787034308529327,0.8071715875298611,0.8469858164481912,0.19930239419739745,53.0,0.40306884308591556
