l0_inv,l1_inv,l2_inv,l3_inv,l4_inv,l5_inv,l6_inv,l7_inv,l0,l1,l2,l3,l4,l5,l6,l7,bo0,bo1,bo2,bo3,bo4,bo5,bo6,bo7,vol,n_neighbours,Ds
0.3275849300633164,0.30684164450207013,0.2965035261002411,0.27302800769363356,0.2722122959944281,0.2721943539448594,0.2719026985486617,0.2393047029353317,3.052643477240292,3.259010039601236,3.372641172779587,3.6626279056400186,3.673603340902973,3.673845491308677,3.6777862277120157,4.178772868789938,3.544907701811024,1.0093936970140603e-17,0.035187347070781846,3.646431114864064e-17,0.2545315881688046,6.767538923061785e-17,0.08310403268603156,7.637651290709778e-17,0.20045455098732137,53.0,0.36794589760462587
0.3076931383064857,0.2963774270385413,0.2906795414451636,0.2839226775244039,0.28317741299374444,0.2780301809538848,0.2593572621213686,0.24980589587165664,3.2499912266614284,3.374076123111625,3.4402145917401925,3.5220856914962257,3.5313550944195207,3.5967318244700346,3.8556853655096064,4.003108079217523,3.544907701811024,7.252131029563125e-18,0.035187347070781846,3.5905668080707597e-17,0.2545315881688046,6.602351103549262e-17,0.08310403268603153,7.457233746037211e-17,0.20603508766817227,53.0,0.40526048538630405
0.2951885493382095,0.2914209932909825,0.2908887866128136,0.28660070237921925,0.2700114227414311,0.2688613674030835,0.26562906601560676,0.251294755822302,3.387665281197136,3.4314617787384476,3.4377399405603293,3.4891749800279195,3.703547019777834,3.7193889537159714,3.7646482555536522,3.9793906431821036,3.544907701811024,1.0638146438259348e-17,0.035187347070781846,3.653650474642219e-17,0.2545315881688046,6.499404040021538e-17,0.08310403268603156,7.466443162661507e-17,0.2161814856995505,53.0,0.4116863593858008
0.297522261226452,0.29489612657951186,0.29192532617771,0.29021268002630957,0.28854211694197124,0.2864410826752963,0.2786356835085817,0.26640807453852244,3.3610930351153585,3.3910245332787485,3.4255335537117753,3.4457488208624922,3.4656985628240546,3.491119327787137,3.58891577492156,3.7536399815667023,3.544907701811024,7.595734799107556e-18,0.035187347070781846,3.633844136795091e-17,0.2545315881688046,6.607907390299829e-17,0.08310403268603156,7.435892594011805e-17,0.19277274093863073,53.0,0.38703228833584546
0.2929261467795071,0.2911679435446271,0.2876395610439064,0.2789570761957614,0.2787110502747228,0.2699042245539584,0.26763695398065807,0.266099961739536,3.4138297690193053,3.43444401133647,3.4765732375991076,3.5847809047806276,3.587945289626334,3.7050179620292796,3.736404801828186,3.757986259986088,3.544907701811024,4.767561219527321e-18,0.035187347070781846,3.6165542691212043e-17,0.2545315881688046,6.605770895842164e-17,0.08310403268603156,7.418424280697142e-17,0.19297452404932955,53.0,0.34624540062077636
0.3020478879477312,0.297419220101865,0.292084048811031,0.2688613674030835,0.26803113042224475,0.26672245597211497,0.26595200418737824,0.245488940100542,3.3107332972745307,3.3622574884619216,3.42367206997657,3.7193889537159714,3.73090990745979,3.749215626990728,3.760076947175188,4.0735032689881745,3.544907701811024,7.608346399407856e-18,0.035187347070781846,3.5424491699355106e-17,0.2545315881688046,6.62528494191476e-17,0.08310403268603156,7.297823398744559e-17,0.20863959533843934,53.0,0.35355327866871294
0.3198255403005872,0.3087549028831396,0.3078825160515981,0.2756161016440709,0.2728047153825879,0.26361217611024024,0.2595568108940119,0.2558312567503656,3.126704637347451,3.2388149650808598,3.2479921654024997,3.6282350488049295,3.6656257887536,3.7934514814740914,3.8527210923713446,3.908826515970945,3.544907701811024,6.277973962750888e-18,0.035187347070781846,3.486065914902228e-17,0.2545315881688046,6.570796892358245e-17,0.08310403268603156,7.558091795453478e-17,0.21370200041792364,53.0,0.3562912668628938
0.3105484900599039,0.3031422045906318,0.2993386152739945,0.2873099324396643,0.2781006901818475,0.27440118727863605,0.27414494046717663,0.26487233692566764,3.2201090393551834,3.298781841843555,3.34069828940936,3.480561884890639,3.5958199145284717,3.644299100588683,3.647705473957963,3.775403696765188,3.544907701811024,4.120380983120501e-18,0.035187347070781846,3.7902485696172386e-17,0.2545315881688046,6.630250113314963e-17,0.08310403268603156,7.492775307800089e-17,0.2263579381245728,53.0,0.3721935311392562
0.332674481364168,0.32295367070717446,0.30842447408712986,0.2886441362883903,0.2862370175232553,0.2829793513681051,0.27109581501826807,0.255824758158947,3.005941411254001,3.096419365075775,3.242284850966464,3.4644736347627703,3.4936082294763118,3.5338267444792475,3.6887327085171493,3.9089258099823474,3.544907701811024,7.768599679407691e-18,0.035187347070781846,3.6307309432240144e-17,0.2545315881688046,6.800244031209422e-17,0.08310403268603153,7.768193753011799e-17,0.18178896933046224,53.0,0.38505357875212637
0.3034352376548985,0.30279760119146115,0.3002091262815113,0.2977883904126108,0.28818380865949383,0.2836048948800005,0.27671495235718746,0.2611387234990309,3.295596146737958,3.302536070514286,3.3310113266253025,3.3580892747847426,3.4700075783284516,3.5260322302375,3.6138271223926717,3.829382278510338,3.544907701811024,4.8526637824695795e-18,0.03518734707078184,3.4030515003404337e-17,0.2545315881688046,6.413074599298396e-17,0.08310403268603153,7.662575118000964e-17,0.18906169743294557,53.0,0.41337533080968153
