D_snap,p_snap,stdD_snap
0.6549626681427589,0.05,0.03135978350995926
0.5415773484728538,0.1,0.0369455245372216
0.45611420397539226,0.15,0.03509771542582867
0.3899386738814587,0.2,0.02964564689529907
0.32989963726772464,0.25,0.0264751917347454
0.27904761273590456,0.3,0.02262952233632323
